age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30,technician,divorced,high.school,no,yes,yes,telephone,jun,tue,131,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
34,services,single,high.school,no,no,no,telephone,jun,tue,172,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
60,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,293,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,68,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
43,services,married,high.school,no,no,no,telephone,may,tue,443,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,technician,married,professional.course,no,no,no,cellular,aug,tue,392,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,admin.,single,university.degree,no,yes,no,cellular,may,fri,69,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
32,blue-collar,divorced,basic.9y,no,no,no,telephone,may,mon,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
37,management,divorced,university.degree,no,yes,no,cellular,nov,thu,256,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
33,management,married,high.school,unknown,yes,no,telephone,may,wed,641,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29,admin.,single,high.school,no,yes,no,telephone,may,thu,362,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
45,housemaid,married,professional.course,unknown,no,no,telephone,may,tue,74,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
56,admin.,married,high.school,unknown,yes,no,cellular,nov,tue,105,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
31,technician,single,high.school,no,yes,yes,cellular,aug,tue,559,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
33,technician,single,professional.course,no,no,no,cellular,jul,thu,194,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
43,management,married,university.degree,no,yes,no,cellular,may,wed,124,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
44,admin.,married,university.degree,unknown,no,yes,cellular,aug,wed,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
24,student,single,basic.9y,no,yes,no,cellular,apr,tue,252,1,999,1,failure,-1.8,93.749,-34.6,0.646,5008.7,no
32,entrepreneur,married,high.school,no,unknown,unknown,cellular,may,tue,198,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
53,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,195,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,technician,divorced,high.school,no,yes,no,cellular,jul,mon,521,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
22,services,single,professional.course,no,yes,yes,cellular,sep,tue,369,1,999,0,nonexistent,-3.4,92.379,-29.8,0.755,5017.5,yes
29,admin.,single,university.degree,no,no,no,cellular,nov,thu,134,2,9,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
39,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,tue,358,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,technician,married,high.school,no,yes,yes,cellular,aug,tue,474,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
24,student,single,unknown,no,yes,no,cellular,sep,wed,367,1,999,2,failure,-1.1,94.199,-37.5,0.886,4963.6,no
32,admin.,single,university.degree,no,no,no,cellular,jul,fri,306,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,admin.,married,university.degree,unknown,no,no,cellular,nov,mon,725,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
73,retired,married,basic.9y,no,no,no,cellular,aug,fri,239,1,15,1,success,-2.9,92.201,-31.4,0.881,5076.2,no
30,blue-collar,single,basic.6y,no,yes,no,cellular,may,thu,542,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
37,unemployed,married,professional.course,no,yes,no,telephone,may,fri,3631,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes
41,management,divorced,basic.6y,no,no,no,cellular,nov,thu,268,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
41,admin.,divorced,high.school,no,no,no,cellular,apr,fri,471,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,115,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
25,student,single,high.school,no,no,no,cellular,oct,fri,294,1,999,1,failure,-3.4,92.431,-26.9,0.72,5017.5,yes
55,blue-collar,married,unknown,unknown,no,no,cellular,may,fri,9,2,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,no
32,services,single,university.degree,no,yes,no,cellular,sep,thu,404,1,6,3,success,-1.1,94.199,-37.5,0.884,4963.6,yes
41,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
42,services,married,high.school,unknown,no,no,telephone,jun,thu,84,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,admin.,single,university.degree,no,no,no,cellular,aug,fri,361,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,mon,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,847,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
46,services,married,high.school,no,yes,no,cellular,apr,mon,180,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
48,unemployed,single,basic.9y,no,no,no,cellular,aug,fri,173,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no
71,retired,single,unknown,no,yes,no,cellular,apr,fri,188,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
46,management,married,high.school,unknown,yes,no,cellular,apr,fri,57,4,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
32,services,married,high.school,no,no,no,cellular,apr,fri,1090,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
30,services,married,high.school,no,yes,no,telephone,jun,wed,421,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
42,blue-collar,married,high.school,no,no,yes,cellular,apr,mon,178,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
41,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,admin.,married,university.degree,no,unknown,unknown,cellular,apr,mon,124,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
31,technician,single,university.degree,no,yes,no,cellular,nov,wed,143,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
43,admin.,single,high.school,no,yes,yes,cellular,jul,tue,54,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,admin.,married,high.school,no,yes,no,cellular,aug,fri,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
32,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,176,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
54,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,74,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30,admin.,single,high.school,no,no,yes,cellular,may,fri,154,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
36,housemaid,married,basic.9y,no,yes,no,cellular,apr,wed,291,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
40,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,575,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,technician,married,high.school,no,no,no,cellular,aug,mon,70,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42,blue-collar,single,basic.4y,no,unknown,unknown,telephone,jul,fri,385,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,married,high.school,no,yes,no,cellular,mar,thu,220,3,999,0,nonexistent,-1.8,92.843,-50,1.584,5099.1,yes
46,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,thu,89,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,management,married,university.degree,no,no,yes,cellular,oct,wed,255,1,6,1,success,-1.1,94.601,-49.5,1.043,4963.6,yes
33,technician,married,university.degree,no,yes,no,telephone,may,tue,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,management,single,university.degree,no,yes,no,cellular,jul,fri,415,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
36,admin.,single,university.degree,no,no,no,cellular,aug,tue,288,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38,admin.,married,university.degree,no,no,no,telephone,may,wed,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,technician,married,university.degree,no,yes,no,cellular,aug,mon,204,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
26,admin.,single,university.degree,no,no,no,telephone,may,thu,217,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32,technician,single,professional.course,no,no,no,cellular,aug,wed,313,2,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,yes
50,management,divorced,university.degree,no,no,no,cellular,nov,fri,202,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
53,management,divorced,university.degree,no,yes,no,cellular,apr,thu,222,2,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,yes
27,admin.,single,high.school,no,yes,no,cellular,may,wed,296,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
43,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,352,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
55,admin.,married,unknown,no,yes,yes,cellular,jul,tue,247,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
48,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,141,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
40,services,married,unknown,unknown,no,no,cellular,apr,mon,294,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
54,admin.,married,university.degree,no,yes,no,cellular,aug,tue,243,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
36,admin.,single,high.school,no,yes,no,telephone,may,thu,193,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,962,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
34,admin.,single,high.school,no,yes,no,cellular,jul,fri,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
57,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,304,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
32,admin.,married,university.degree,no,no,no,cellular,aug,tue,588,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35,management,married,university.degree,no,no,no,telephone,may,thu,112,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
51,admin.,married,high.school,no,no,yes,cellular,may,fri,55,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
50,services,married,high.school,no,no,no,telephone,may,tue,268,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,management,married,university.degree,no,no,no,telephone,may,wed,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,services,married,basic.4y,no,no,no,telephone,may,mon,229,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,mon,164,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,technician,married,university.degree,no,yes,no,telephone,may,wed,464,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,112,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,technician,married,university.degree,no,yes,no,cellular,may,thu,174,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
52,technician,married,professional.course,no,no,no,cellular,jun,mon,130,5,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,no
36,student,single,basic.9y,no,yes,no,telephone,jun,thu,176,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,admin.,married,university.degree,no,no,no,cellular,sep,fri,110,6,999,3,failure,-1.1,94.199,-37.5,0.883,4963.6,no
59,technician,married,unknown,no,yes,no,telephone,may,mon,386,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
28,services,single,high.school,no,yes,yes,cellular,may,wed,562,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
30,admin.,married,university.degree,no,no,yes,cellular,apr,thu,206,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
27,admin.,married,basic.9y,unknown,yes,yes,cellular,jul,mon,166,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,admin.,single,university.degree,no,yes,no,cellular,may,fri,273,4,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
34,entrepreneur,married,basic.9y,unknown,yes,no,cellular,aug,wed,156,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
23,student,single,professional.course,no,no,no,cellular,sep,wed,213,2,15,1,success,-1.1,94.199,-37.5,0.876,4963.6,yes
51,admin.,married,high.school,no,yes,no,cellular,nov,tue,280,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
34,technician,single,professional.course,no,no,no,telephone,may,wed,223,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,technician,single,university.degree,no,yes,no,cellular,jul,fri,210,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,308,5,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
47,admin.,married,high.school,unknown,no,no,cellular,aug,thu,144,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
55,housemaid,divorced,unknown,unknown,yes,no,cellular,jul,thu,80,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
42,admin.,single,university.degree,no,yes,yes,telephone,may,wed,938,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,52,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
38,technician,married,professional.course,no,no,yes,cellular,mar,thu,196,2,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,yes
35,services,married,high.school,no,no,no,telephone,may,thu,86,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
51,management,married,basic.4y,no,yes,no,cellular,jul,thu,47,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
24,unknown,single,university.degree,no,yes,yes,cellular,jun,tue,134,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
60,admin.,married,university.degree,unknown,no,no,telephone,jun,wed,521,11,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
46,technician,divorced,university.degree,unknown,no,no,cellular,jul,fri,65,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,services,married,unknown,no,no,no,cellular,nov,mon,51,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
36,technician,divorced,professional.course,no,no,no,cellular,apr,mon,15,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
41,admin.,single,university.degree,no,yes,no,cellular,may,mon,166,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
29,admin.,married,university.degree,no,yes,no,cellular,aug,wed,718,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
35,technician,married,professional.course,no,no,no,cellular,may,wed,66,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,375,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,self-employed,single,high.school,no,yes,no,cellular,nov,fri,169,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
42,management,married,university.degree,no,no,no,cellular,nov,mon,44,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
57,technician,married,professional.course,unknown,yes,no,cellular,jul,mon,54,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,management,married,basic.6y,unknown,no,yes,telephone,jun,fri,73,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37,blue-collar,divorced,basic.4y,unknown,yes,yes,telephone,may,fri,301,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
24,blue-collar,married,professional.course,no,no,no,cellular,jul,tue,240,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,services,single,basic.9y,no,yes,no,cellular,jul,wed,31,20,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
53,blue-collar,married,professional.course,unknown,no,no,cellular,may,wed,403,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
38,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,76,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
31,services,married,high.school,no,yes,no,telephone,may,tue,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,management,married,university.degree,no,yes,yes,cellular,nov,tue,609,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,yes
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,131,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,admin.,married,basic.9y,no,no,yes,cellular,may,thu,225,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
37,admin.,single,university.degree,no,yes,no,cellular,apr,thu,261,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
40,technician,married,professional.course,no,yes,no,cellular,nov,thu,180,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
34,admin.,married,university.degree,no,no,no,telephone,may,tue,1167,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,411,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
37,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,wed,343,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no
76,retired,married,professional.course,unknown,yes,no,cellular,jun,tue,352,1,3,1,success,-1.7,94.055,-39.8,0.761,4991.6,yes
29,admin.,single,university.degree,no,no,yes,cellular,aug,wed,447,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,67,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,78,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,services,married,high.school,no,no,no,telephone,may,tue,223,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,fri,192,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
30,admin.,single,university.degree,unknown,no,no,cellular,apr,mon,162,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
32,entrepreneur,married,university.degree,no,unknown,unknown,cellular,may,fri,416,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
37,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,160,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
58,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,190,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
48,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,222,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,mon,117,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
39,management,divorced,university.degree,no,yes,no,telephone,may,tue,197,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,technician,single,professional.course,no,yes,no,telephone,jun,tue,12,1,999,0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6,no
33,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,553,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
32,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,fri,191,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
43,management,married,unknown,no,yes,no,cellular,jul,wed,129,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
57,admin.,divorced,university.degree,no,yes,yes,cellular,nov,thu,1154,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
58,retired,married,university.degree,unknown,no,no,cellular,aug,tue,587,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37,blue-collar,single,high.school,no,no,no,cellular,jul,tue,31,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,management,married,university.degree,no,no,no,telephone,nov,thu,29,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
34,technician,married,professional.course,no,yes,no,cellular,may,thu,703,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
50,services,divorced,high.school,no,no,yes,cellular,may,wed,178,5,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
55,housemaid,divorced,unknown,unknown,no,no,cellular,jul,thu,139,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
31,admin.,single,university.degree,no,no,no,telephone,jun,fri,213,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
53,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,302,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
53,blue-collar,married,unknown,no,no,no,cellular,aug,mon,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
53,services,married,high.school,unknown,yes,no,telephone,may,wed,80,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
43,services,married,high.school,unknown,yes,no,telephone,jun,fri,139,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,technician,married,high.school,no,yes,yes,telephone,may,thu,177,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,technician,married,professional.course,no,no,no,cellular,aug,thu,211,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,telephone,jul,thu,610,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
41,services,divorced,high.school,no,yes,no,cellular,jul,tue,249,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
50,management,divorced,professional.course,no,no,no,telephone,may,mon,39,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,management,married,university.degree,no,yes,no,cellular,nov,thu,130,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
38,management,single,university.degree,no,no,no,cellular,nov,thu,69,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29,blue-collar,single,basic.9y,no,unknown,unknown,telephone,jun,fri,364,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
54,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue,159,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
25,technician,single,university.degree,no,no,no,cellular,jul,fri,216,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
39,admin.,married,university.degree,no,yes,no,cellular,nov,mon,97,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
38,blue-collar,divorced,basic.9y,no,no,yes,cellular,jul,fri,706,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,housemaid,married,basic.6y,no,yes,no,cellular,nov,wed,1337,4,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
59,services,married,high.school,unknown,yes,no,telephone,jun,fri,13,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
33,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
28,self-employed,single,university.degree,no,yes,no,telephone,mar,wed,152,1,999,1,failure,-1.8,93.369,-34.8,0.651,5008.7,no
49,technician,single,university.degree,unknown,yes,no,telephone,may,wed,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,technician,single,professional.course,no,no,no,cellular,aug,mon,468,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,services,single,high.school,no,no,yes,telephone,may,thu,30,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
69,retired,married,high.school,no,no,no,cellular,nov,mon,178,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
54,entrepreneur,married,basic.9y,no,yes,yes,cellular,apr,fri,52,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
55,admin.,married,basic.4y,no,no,no,cellular,apr,fri,198,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
46,technician,married,unknown,no,yes,no,cellular,aug,fri,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
71,retired,married,professional.course,no,yes,yes,telephone,nov,tue,383,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,yes
36,technician,married,professional.course,unknown,no,no,telephone,may,fri,90,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,240,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17,student,single,unknown,no,yes,no,cellular,aug,wed,432,3,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,no
50,management,married,basic.9y,no,yes,yes,cellular,jul,thu,217,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,176,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
37,admin.,married,university.degree,no,no,no,cellular,may,wed,208,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
29,management,married,university.degree,no,yes,no,cellular,aug,thu,75,1,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,no
54,entrepreneur,married,professional.course,no,yes,yes,cellular,nov,tue,134,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
42,housemaid,married,high.school,unknown,yes,no,telephone,may,tue,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
